,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,title_short,year,bad_good
86849,France,"This wine is soft and fruity, with a smoky touch that adds interest. Red-cherry flavors and balanced acidity allow easy accessibility. The wine, with its gentle texture, is ready to drink.",,84,16.0,Loire Valley,Val de Loire,,Roger Voss,@vossroger,Nicolas Idiart 2018 Pinot Noir (Val de Loire),Pinot Noir,Nicolas Idiart, 2018 Pinot Noir (Val de Loire),2018,Bad
87012,France,"The wine is ripe, full of black-cherry fruits and with a substantial tannic core. At the same time, it does have the lighter style normally associated with red Pinot Noir. The aftertaste is ripe, fruity and rich with fruit. Drink from 2022.",,89,25.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Paul Prieur et Fils 2019  Sancerre,Pinot Noir,Paul Prieur et Fils, 2019  Sancerre,2019,Mid
87019,France,"One year of wood aging has given this wine its toasty character. It is balanced with the red-cherry fruit and acidity. Named after the constable who controlled the castle of Sancerre in the Middle Ages, the wine is dense with tannins as well as the fruit. It should be ready to drink, although it does seem on the dry side.",Le Connétable,89,30.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Joseph Mellot 2016 Le Connétable  (Sancerre),Pinot Noir,Joseph Mellot, 2016 Le Connétable  (Sancerre),2016,Mid
87351,France,"A warm-climate Pinot Noir, it's very soft and gentle. It is ripe, with good juicy red fruit flavors and a brush of tannin. Drink now.",,85,13.0,France Other,Vin de France,,Roger Voss,@vossroger,Le Petit Panier 2016 Pinot Noir (Vin de France),Pinot Noir,Le Petit Panier, 2016 Pinot Noir (Vin de France),2016,Bad
87407,France,"This wine is dark and structured, offering ripe fruits although they are covered at this stage by the tannins. Firm and dense, with a dry core, this will be a powerful wine full of black fruits and concentration. Drink this from 2023.",,94,460.0,Burgundy,Grands-Echezeaux,,Roger Voss,@vossroger,Louis Latour 2018  Grands-Echezeaux,Pinot Noir,Louis Latour, 2018  Grands-Echezeaux,2018,Good
87408,France,"This château in the middle of the Clos de Vougeot claims fame as the only winery situated inside the walls of this fabled vineyard. This ripe, rich and concentrated wine is full of jammy strawberry fruits that are deepened by the wood aging. The structure and the density of this wine show that it will age well. Drink from 2023.",,94,225.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Château de la Tour 2017  Clos de Vougeot,Pinot Noir,Château de la Tour, 2017  Clos de Vougeot,2017,Good
87418,France,"First recorded in 1375, this vineyard produces powerful, concentrated wines. This fine example is dense, weighty and firm. The acidity is there, buried in the firm tannins. It is a wine with an enormous potential, dark and full of plum skin and berries. Drink from 2022.",Clos de la Vigne au Saint,94,140.0,Burgundy,Corton,,Roger Voss,@vossroger,Louis Latour 2018 Clos de la Vigne au Saint  (Corton),Pinot Noir,Louis Latour, 2018 Clos de la Vigne au Saint  (Corton),2018,Good
87419,France,"Structured and dense, this wine comes from the remains of a quarry on the hill of Corton. From the Louis Latour domaine, it is powerful and packed with black fruits, rich while still with the freshness of the year. It has a good future, so don't drink before 2023.",,94,150.0,Burgundy,Corton Perrières,,Roger Voss,@vossroger,Louis Latour 2018  Corton Perrières,Pinot Noir,Louis Latour, 2018  Corton Perrières,2018,Good
87640,France,"Stéphane Brocard is based in Marsannay the northernmost vineyard in Burgundy's Côte d'Or. This wine comes from two small parcels with 35-year-old vines. It is already fruity and attractive, although the tannins do promise aging. Crisp with the pure acidity of the vintage, it will develop well and should be drunk from late 2021.",Closerie des Alisiers Vieilles Vignes,89,35.0,Burgundy,Marsannay,,Roger Voss,@vossroger,Maison Stéphane Brocard 2018 Closerie des Alisiers Vieilles Vignes  (Marsannay),Pinot Noir,Maison Stéphane Brocard, 2018 Closerie des Alisiers Vieilles Vignes  (Marsannay),2018,Mid
87647,France,"This is a light-colored wine, with structure and acidity to balance the perfumed cherry-flavored fruit. Still young, still developing its fruitiness, the wine is going to be crisp with attractive strawberry flavors and soft tannins. Drink from 2023.",Aux Champs Perdrix Premier Cru,89,70.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaine Chevillon-Chezeaux 2018 Aux Champs Perdrix Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Chevillon-Chezeaux, 2018 Aux Champs Perdrix Premier Cru  (Nuits-St-Georges),2018,Mid
87833,France,"Rounded and soft, with gentle tannins. Packed with black cherry fruits, a herbal edge and sweetness, this is already an approachable wine, fruity and generous.",,88,28.0,Burgundy,Santenay,,Roger Voss,@vossroger,Joseph Drouhin 2013  Santenay,Pinot Noir,Joseph Drouhin, 2013  Santenay,2013,Mid
87854,France,"Produced in this village in the hills behind the main slope of the Côte de Beaune, this wine is smooth and rich. Fine, soft tannins easily integrate into the sweet texture and red-plum fruit. The acidity is there, giving a wine that is both fresh and generous. Drink from 2022.",,88,45.0,Burgundy,Monthélie,,Roger Voss,@vossroger,Louis Latour 2018  Monthélie,Pinot Noir,Louis Latour, 2018  Monthélie,2018,Mid
87870,France,"This wine has intense acidity along with red fruits, showing the freshness of the year. A smoky, burnt character from the wood aging needs to integrate, with a youthful crispness that needs to soften. Drink from 2024.",Les Montrevenots Premier Cru,88,30.0,Burgundy,Beaune,,Roger Voss,@vossroger,Domaine Jean Monnier et Fils 2018 Les Montrevenots Premier Cru  (Beaune),Pinot Noir,Domaine Jean Monnier et Fils, 2018 Les Montrevenots Premier Cru  (Beaune),2018,Mid
87886,France,"With its juicy, strawberry-like acidity, smoky character and firm tannins, this is already well developed and delicious. The finish brings out crispness and fragrance.",,88,25.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaine Faiveley 2014  Mercurey,Pinot Noir,Domaine Faiveley, 2014  Mercurey,2014,Mid
87887,France,"This is concentrated, with black plum and damson flavors that are balanced by firm, dense tannins. It has a dry, solid core, with a more perfumed character that merges with the acidity.",Vieilles Vignes,88,55.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Domaine Heresztyn 2014 Vieilles Vignes  (Gevrey-Chambertin),Pinot Noir,Domaine Heresztyn, 2014 Vieilles Vignes  (Gevrey-Chambertin),2014,Mid
87899,France,"A foursquare, solid wine that shows its structure right up front. It is backed by red fruits and acids that lend a warm feeling. Full and dense, this needs to age.",,88,68.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Chanson Père et Fils 2013  Nuits-St.-Georges,Pinot Noir,Chanson Père et Fils, 2013  Nuits-St-Georges,2013,Mid
87940,France,"This wine is so light, all bright fruit and crisp acidity. A stalky, herbal element contrasts with the red currant fruit flavors. The wine could be better from 2020.",Buissonnier,84,26.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Vignerons de Buxy 2017 Buissonnier  (Mercurey),Pinot Noir,Vignerons de Buxy, 2017 Buissonnier  (Mercurey),2017,Bad
87978,France,The wine has layers of the acidity typical of the vintage. For fruit it is juicy with tight red-currant flavors and more of that intense acidity. The wine probably needs to calm down and so will be better from 2021.,Buissonnier Pinot Noir,85,16.0,Burgundy,Côte Chalonnaise,,Roger Voss,@vossroger,Vignerons de Buxy 2018 Buissonnier Pinot Noir  (Côte Chalonnaise),Pinot Noir,Vignerons de Buxy, 2018 Buissonnier Pinot Noir  (Côte Chalonnaise),2018,Bad
87985,France,"This is a light and very fruity wine from vineyards in the hills above Nuits Saint-Georges. It has just fruit, light tannins and considerable acidity. The wine is crisp, bright and will be ready to drink from 2021.",,85,30.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Domaine Chevillon-Chezeaux 2018  Bourgogne Hautes Côtes de Nuits,Pinot Noir,Domaine Chevillon-Chezeaux, 2018  Bourgogne Hautes Côtes de Nuits,2018,Bad
88447,France,This wine is soft and rather shapeless. It has red fruits and a gentle texture while lacking in depth. It's a simple wine that will develop quickly.,,85,63.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Labouré-Roi 2018  Chambolle-Musigny,Pinot Noir,Labouré-Roi, 2018  Chambolle-Musigny,2018,Bad
88454,France,Some flint hovers above the glass and leads to a simple but pepper-spicy body that is light and very crisp. Drink this simple wine soon.,,85,29.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Pfister 2018 Pinot Noir (Alsace),Pinot Noir,Domaine Pfister, 2018 Pinot Noir (Alsace),2018,Bad
88492,France,"For a wine from this appellation, this is soft, bringing out ripe fruit rather than structure. It means the wine will develop quickly and with charm as well as richness. The red fruits are already showing well, as is crisp acidity. Drink from 2022.",,88,65.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Château de Santenay 2018  Nuits-St.-Georges,Pinot Noir,Château de Santenay, 2018  Nuits-St-Georges,2018,Mid
88503,France,"From the Louis Latour domaine, this rich wine is lightly touched with wood. It has red-plum flavors and ripe acidity, with the structure embedded in the fruits. Drink from 2023.",,88,80.0,Burgundy,Aloxe-Corton,,Roger Voss,@vossroger,Louis Latour 2018  Aloxe-Corton,Pinot Noir,Louis Latour, 2018  Aloxe-Corton,2018,Mid
88504,France,"Ripe and fruity with a velvet texture that encompasses the tannins easily, this is a rounded, rich wine. The balance of fruit and acidity is already attractive. Drink from 2022.",,88,50.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Louis Latour 2018  Savigny-lès-Beaune,Pinot Noir,Louis Latour, 2018  Savigny-lès-Beaune,2018,Mid
88746,France,"Smooth, velvet-textured wine. It tastes like munching into mouthwatering black cherries. The acidity is important but not overwhelming. Ready to drink now.",Rouge,87,22.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Roger et Didier Raimbault 2012 Rouge  (Sancerre),Pinot Noir,Roger et Didier Raimbault, 2012 Rouge  (Sancerre),2012,Mid
89159,France,"Rich and dense, this concentrated wine has a fine, smooth texture that is ripe with red-berry fruits. The freshness of the vintage comes through in the acidity and crisp, taut texture. The wine will be ready to drink from 2024, the 800th anniversary of the oldest-known traces of this vineyard.",Clos de la Mousse Premier Cru,92,65.0,Burgundy,Beaune,,Roger Voss,@vossroger,Bouchard Père & Fils 2018 Clos de la Mousse Premier Cru  (Beaune),Pinot Noir,Bouchard Père & Fils, 2018 Clos de la Mousse Premier Cru  (Beaune),2018,Good
89161,France,"This structured wine is firm at this early stage, with tannins and a touch of bitter-chocolate extraction that needs to diminish before the black fruits get their chance. Keep this dark, solid wine until 2022.",Les Pruliers Premier Cru,92,90.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Château de Santenay 2018 Les Pruliers Premier Cru  (Nuits-St.-Georges),Pinot Noir,Château de Santenay, 2018 Les Pruliers Premier Cru  (Nuits-St-Georges),2018,Good
89162,France,"This is a ripe wine. Red plum and berry fruits are given weight and richness by the solid tannins, smoky flavors and the dryness at the heart of the wine. Give this structured wine time to develop and drink from 2021.",Les Toussaints Premier Cru,92,65.0,Burgundy,Beaune,,Roger Voss,@vossroger,Albert Morot 2018 Les Toussaints Premier Cru  (Beaune),Pinot Noir,Albert Morot, 2018 Les Toussaints Premier Cru  (Beaune),2018,Good
89169,France,"Attractively perfumed, this rich wine offers some dark tannins as well as forward black-currant fruits. The wood aging is still showing in the burnt toastiness of the wine, although this will diminish, leaving a broad wine packed with fruit. Drink from 2022.",La Bondue Premier Cru,92,44.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaine de Suremain 2018 La Bondue Premier Cru  (Mercurey),Pinot Noir,Domaine de Suremain, 2018 La Bondue Premier Cru  (Mercurey),2018,Good
89170,France,"Packed with red fruits, this wine has great potential, with attractive wild-strawberry fruits that are fresh and perfumed. Behind this fruitiness, the wine is tight and structured. It will be round, rich and ready to drink from 2023.",Coucherias Premier Cru,92,100.0,Burgundy,Beaune,,Roger Voss,@vossroger,Domaine Pierre Labet 2017 Coucherias Premier Cru  (Beaune),Pinot Noir,Domaine Pierre Labet, 2017 Coucherias Premier Cru  (Beaune),2017,Good
89222,France,"The texture and structure of this wine may be light but the fruitiness is so appealing. Soft and ripe with red-berry fruit flavors and refreshing acidity, it will develop quickly and be ready to drink from 2021.",Les Serpentières Premier Cru,88,49.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Maurice Ecard 2017 Les Serpentières Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Maurice Ecard, 2017 Les Serpentières Premier Cru  (Savigny-lès-Beaune),2017,Mid
89277,France,"A tannins-dominated wine, firm and dry. The fruit is relatively subdued, with a juicy character of raspberries, red plum skins and crisp acidity. This is a wine that needs aging to soften those tannins: give it 4–5 years.",Aux Malconsorts Premier Cru,92,145.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Bouchard Père & Fils 2011 Aux Malconsorts Premier Cru  (Vosne-Romanée),Pinot Noir,Bouchard Père & Fils, 2011 Aux Malconsorts Premier Cru  (Vosne-Romanée),2011,Good
89278,France,"A solid wine, showing some generosity and richness, the fruits displaying a fine balance between sweetness, dry tannins and bright acidity. It has some of the sensuous character of good Volnay, opening into ripeness. Worth aging for several years, but already offering considerable pleasure.",Caillerets Premier Cru Ancienne Cuvée Carnot,92,89.0,Burgundy,Volnay,,Roger Voss,@vossroger,Bouchard Père & Fils 2011 Caillerets Premier Cru Ancienne Cuvée Carnot  (Volnay),Pinot Noir,Bouchard Père & Fils, 2011 Caillerets Premier Cru Ancienne Cuvée Carnot  (Volnay),2011,Good
89286,France,"This smoky wine is ripe with a fine balance between tannins and rich red fruits. It is warm, rounded and attractively spicy. The structure and dry core will allow the wine to age. Drink from 2022.",Les Vergelsess Premier Cru,90,58.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Domaine Françoise André 2019 Les Vergelsess Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Domaine Françoise André, 2019 Les Vergelsess Premier Cru  (Savigny-lès-Beaune),2019,Mid
89449,France,"As always with a grand cru from Gevrey-Chambertin, this wine shows immense power. It is dominated by black fruits as well as signs of the 60% wood aging. Behind, the red cherry fruits are developing along with the lively acidity. It needs to age and should not be drunk before 2023.",,95,312.0,Burgundy,Charmes-Chambertin,,Roger Voss,@vossroger,Roche de Bellene 2016  Charmes-Chambertin,Pinot Noir,Roche de Bellene, 2016  Charmes-Chambertin,2016,Good
